0.00,0.00,0.00,0.00,1.00
0.00,0.00,0.00,0.65,0.35
0.00,0.00,0.00,1.00,0.00
0.00,0.00,0.31,0.33,0.37
0.00,0.00,0.32,0.00,0.68
0.00,0.00,0.33,0.67,0.00
0.00,0.00,0.66,0.00,0.34
0.00,0.00,0.66,0.34,0.00
0.00,0.00,1.00,0.00,0.00
0.00,0.33,0.31,0.00,0.36
0.00,0.34,0.66,0.00,0.00
0.00,0.35,0.00,0.65,0.00
0.00,0.35,0.31,0.33,0.00
0.00,0.64,0.00,0.00,0.36
0.00,0.67,0.33,0.00,0.00
0.00,1.00,0.00,0.00,0.00
0.32,0.33,0.00,0.00,0.36
0.32,0.35,0.00,0.33,0.00
0.32,0.00,0.33,0.35,0.00
0.32,0.00,0.00,0.34,0.33
0.33,0.67,0.00,0.00,0.00
0.33,0.34,0.33,0.00,0.00
0.33,0.00,0.00,0.00,0.67
0.33,0.00,0.34,0.00,0.33
0.34,0.00,0.66,0.00,0.00
0.63,0.00,0.00,0.37,0.00
0.65,0.35,0.00,0.00,0.00
0.67,0.00,0.33,0.00,0.00
0.67,0.00,0.00,0.00,0.33
1.00,0.00,0.00,0.00,0.00
